ISIN,Symbol,Market,Url,PID
FR0011726835,GTT,France,https://www.investing.com/equities/gtt,943359
FR0011532225,ALVGO,France,https://www.investing.com/equities/vogo,1097919
BE0974310428,XFAB,France,https://www.investing.com/equities/x-fab-silicon-foundries-se,999060
FR0000053381,DBG,France,https://www.investing.com/equities/derichebourg,9069
FR0013153541,MDM,France,https://www.investing.com/equities/maisons-du-monde-sas,980202
FR0010377127,ALDIE,France,https://www.investing.com/equities/dietswell,943296
FR0004177046,METEX,France,https://www.investing.com/equities/metabolic-explorer,14170
FR0010609263,MKEA,France,https://www.investing.com/equities/mauna-kea-technologies-sas,32435
FR0013233475,LYS,France,https://www.investing.com/equities/lysogene-sa,996153
FR0004180537,AKA,France,https://www.investing.com/equities/akka-technologies,17683
FR0013154002,STDM,France,https://www.investing.com/equities/stedim,7014
FR0005691656,TRIA,France,https://www.investing.com/equities/trigano,7003
FR0013447729,VRLA,France,https://www.investing.com/equities/verallia,1152995
FR0006239109,CBSM,France,https://www.investing.com/equities/bois-scier-manche,17705
AN8068571086,SLBP,France,https://www.investing.com/equities/schlumberger-ltd?cid=943222,943222
FR0013143872,ALWIT,France,https://www.investing.com/equities/witbe-net-sa,976468
FR0011766229,ALONC,France,https://www.investing.com/equities/oncodesign,943361
FR0000052292,HRMS,France,https://www.investing.com/equities/hermes-international,6987
FR0013529815,AVOM,France,https://www.investing.com/equities/avenir-telecom,7129
FR0011341205,NANOB,France,https://www.investing.com/equities/nanobiotix,40322
FR0013482791,NACON,France,https://www.investing.com/equities/nacon-sa,1156934
FR0004154060,ETGM,France,https://www.investing.com/equities/netgem,9225
FR0000079683,ALATF,France,https://www.investing.com/equities/netbooster,943249
FR0010490920,ECP,France,https://www.investing.com/equities/europacorp,17752
FR0013247244,ALADO,France,https://www.investing.com/equities/adomos,943231
FR0000054231,HIGH,France,https://www.investing.com/equities/highco,7202
FR0000035164,CHBE,France,https://www.investing.com/equities/beneteau,7056
FR0011277391,FPN,France,https://www.investing.com/equities/fonciere-paris-nord,17680
FR0000062671,GOEG,France,https://www.investing.com/equities/groupe-gorge,17650
FR0011995588,VLTSA,France,https://www.investing.com/equities/voltalia-sa,953538
FR0000121709,SEBF,France,https://www.investing.com/equities/seb,6999
FR0011884378,ALUCI,France,https://www.investing.com/equities/lucibel,943366
FR0010425595,ALCLS,France,https://www.investing.com/equities/cellectis-sa,19717
FR0004172450,ALBUD,France,https://www.investing.com/equities/budget-telecom,943262
FR0000031684,ROTH,France,https://www.investing.com/equities/paris-orleans,17841
FR0010120402,ALTHER,France,https://www.investing.com/equities/theraclion-sa,945115
FR0013156007,ALKLK,France,https://www.investing.com/equities/kerlink-sas,980201
FR0011648716,ALCRB,France,https://www.investing.com/equities/carbios,943356
FR0000120966,BICP,France,https://www.investing.com/equities/societe-bic,7033
FR0004053510,ALGEN,France,https://www.investing.com/equities/genoway-sa,19719
NL0010623518,MLSEQ,France,https://www.investing.com/equities/sequa-petroleum-nv,989596
GB0005405286,HBC,France,https://www.investing.com/equities/hsbc-holdings?cid=29419,29419
FR0011049824,ALMDT,France,https://www.investing.com/equities/mediantechn,943336
FR0013507290,BPSBS,France,https://www.investing.com/equities/biophytis-call,1161402
FR0000038259,EUFI,France,https://www.investing.com/equities/euro-scientific,6964
FR0000032278,LAEP,France,https://www.investing.com/equities/latecoere,7150
FR0000073298,ISOS,France,https://www.investing.com/equities/ipsos,7040
FR0013330792,ALNN6,France,https://www.investing.com/equities/enensys-technologies-sa,1076838
FR0011476928,FNAC,France,https://www.investing.com/equities/groupe-fnac,41353
FR0000031775,VCTP,France,https://www.investing.com/equities/vicat,13167
FR0010908723,ALINT,France,https://www.investing.com/equities/integragen,19722
FR0000060402,ABIO,France,https://www.investing.com/equities/albioma,7005
FR0004187367,ALFRE,France,https://www.investing.com/equities/freelance.com,943266
FR0013018124,NCOX,France,https://www.investing.com/equities/nicox,6972
FR0012202497,DMSP,France,https://www.investing.com/equities/diagnostic-medical,17738
FR0000077570,MIPO,France,https://www.investing.com/equities/micropole,17825
CH0012214059,LHN,France,https://www.investing.com/equities/holcim?cid=955878,955878
FR0000120669,ESSF,France,https://www.investing.com/equities/esso,7042
FR0004007813,KOF,France,https://www.investing.com/equities/kaufman-broad,7096
FR0000072894,YAS,France,https://www.investing.com/equities/cast-sa,17640
FR0011466069,EKI,France,https://www.investing.com/equities/ekinops-sa,100156
FR0000033599,ALLEX,France,https://www.investing.com/equities/lexibook-linguist,17815
FR0000066722,GTCN,France,https://www.investing.com/equities/guillemot-corp,17781
FR0000075392,ORPF,France,https://www.investing.com/equities/orapi,17837
FR0000039620,CBLP,France,https://www.investing.com/equities/mersen,7071
FR0012789667,AMPLI,France,https://www.investing.com/equities/amplitude-surgical-sas,955666
FR0013470168,ALIMP,France,https://www.investing.com/equities/implanet,44451
FR0004034072,XIL,France,https://www.investing.com/equities/xilam-animation,17900
FR0010151589,CAFO,France,https://www.investing.com/equities/cafom,17709
FR0010457531,ALADM,France,https://www.investing.com/equities/adthink-media,943306
FR0010353888,ALMDG,France,https://www.investing.com/equities/mgi-digital,943294
FR0000038531,HFCO,France,https://www.investing.com/equities/hfcompany,17784
FR0004040608,BITI,France,https://www.investing.com/equities/abc-arbitrage,17675
FR0000074072,BGBN,France,https://www.investing.com/equities/bigben-interactive,17702
FR0000033904,JCQ,France,https://www.investing.com/equities/jacquet-metal,14169
FR0004076891,GFLO,France,https://www.investing.com/equities/flo-groupe,7214
FR0004024222,IPAR,France,https://www.investing.com/equities/inter-parfums,7175
FR0011665280,FGA,France,https://www.investing.com/equities/figeac-aero,943357
FR0012613610,PWG,France,https://www.investing.com/equities/prodways-sas,1009128
FR0004155000,SFPI,France,https://www.investing.com/equities/emme,17746
FR0000050809,SOPR,France,https://www.investing.com/equities/sopra-group,7100
FR0013252186,PLVP,France,https://www.investing.com/equities/plastiques-du-val-de-loire,17847
FR0011052257,ALGBE,France,https://www.investing.com/equities/glob-bioenergi,943337
FR0011191287,PHARN,France,https://www.investing.com/equities/pharnext-sas,985975
FR0000075954,ALRIB,France,https://www.investing.com/equities/riber,17854
FR0004038263,PARRO,France,https://www.investing.com/equities/parrot,7159
FR0000066672,GLTN,France,https://www.investing.com/equities/gl-events,7573
FR0010428771,OLG,France,https://www.investing.com/equities/olgroupe,17836
FR0013451044,ALHGR,France,https://www.investing.com/equities/hoffmann-green-cement-technologies,1153070
FR0011511971,ALICR,France,https://www.investing.com/equities/i.ceram-sa,943217
FR0000053506,CGDM,France,https://www.investing.com/equities/cegedim,7728
FR0011992700,ATEME,France,https://www.investing.com/equities/ateme,943371
FR0000064602,CFMP,France,https://www.investing.com/equities/acanthe-developpement,17630
FR0013254851,ALVAL,France,https://www.investing.com/equities/valbiotis-sas,1010721
FR0013331212,ALDNE,France,https://www.investing.com/equities/dontnod-entertainment,1075551
FR0010193979,CBOT,France,https://www.investing.com/equities/cbo-territoria-sa,40305
FR0000076887,ASTP,France,https://www.investing.com/equities/ast-groupe,17634
CH0308403085,GNRO,France,https://www.investing.com/equities/geneuro-sa,976469
FR0012127173,OSE,France,https://www.investing.com/equities/ose-pharma-international-sa,949748
FR0000074783,PRC,France,https://www.investing.com/equities/artprice.com-sa,32437
FR0013204070,ALPAR,France,https://www.investing.com/equities/groupe-parot-sa,992779
FR0000073793,DVTM,France,https://www.investing.com/equities/devoteam,7026
FR0000062234,EPMF,France,https://www.investing.com/equities/financiere-odet,7093
FR0000061129,BOIR,France,https://www.investing.com/equities/boiron,7031
FR0011858190,ALREA,France,https://www.investing.com/equities/realites,943365
FR0004052561,PROAC,France,https://www.investing.com/equities/hubwoo-s.a.,13181
FR0013356755,ALEMV,France,https://www.investing.com/equities/groupe-monceau-fleurs,943813
FR0000075343,ALEMG,France,https://www.investing.com/equities/euromedis-groupe,17645
FR0000038242,LBIRD,France,https://www.investing.com/equities/quantel,17852
FR0004171346,ALNXT,France,https://www.investing.com/equities/nextedia,943261
FR0000074197,UTIN,France,https://www.investing.com/equities/union-tech-info,17892
FR0000065278,HOP,France,https://www.investing.com/equities/public-systeme-hopscotch,17851
FR0000031577,VIRB,France,https://www.investing.com/equities/virbac,6977
FR0012650166,EPS,France,https://www.investing.com/equities/electro-power-systems-sa,951013
FR0011071570,ALCOG,France,https://www.investing.com/equities/cogra,943342
FR0000050353,GFII,France,https://www.investing.com/equities/lisi,7063
FR0004034320,ALMRB,France,https://www.investing.com/equities/mr-bricolage,7549
FR0000065484,LECS,France,https://www.investing.com/equities/lectra,7211
FR0000063935,BOND,France,https://www.investing.com/equities/bonduelle,7113
FR0000130403,DIOR,France,https://www.investing.com/equities/christian-dior,6954
FR0004152874,ADVA,France,https://www.investing.com/equities/avenir-finance,17695
FR0011038348,ALACT,France,https://www.investing.com/equities/concoursmania,943335
FR0010282822,SESL,France,https://www.investing.com/equities/store-electronic,17876
FR0000064784,FFPP,France,https://www.investing.com/equities/ffp,17759
FR0004170017,LNA,France,https://www.investing.com/equities/le-noble-age,17812
FR0013263878,ALUMS,France,https://www.investing.com/equities/umanis-rgpt,17891
FR0004050300,OPEN,France,https://www.investing.com/equities/groupe-open,7529
FR0010688440,ALWED,France,https://www.investing.com/equities/wedia,943322
FR0000076655,MRSP,France,https://www.investing.com/equities/actia-group,17677
FR0000073041,PVAC,France,https://www.investing.com/equities/pierre-vacances,6947
FR0010231860,ALODI,France,https://www.investing.com/equities/o2i-sa,19725
FR0013053535,ALMLB,France,https://www.investing.com/equities/miliboo-sa,962348
FR0004026151,ITFT,France,https://www.investing.com/equities/itesoft,17800
FR0000053324,CDAF,France,https://www.investing.com/equities/alpes,7768
FR0012419307,ALFOC,France,https://www.investing.com/equities/focus-home-interactive-sas,945686
FR0000121691,SONO,France,https://www.investing.com/equities/nrj-group,7109
FR0000072373,EGID,France,https://www.investing.com/equities/egide,17743
US3696041033,GNE,France,https://www.investing.com/equities/general-electric?cid=29562,29562
FR0013230612,TKOO,France,https://www.investing.com/equities/tikehau-capital-partners-sas,997440
FR0011184241,ADOC,France,https://www.investing.com/equities/adocia-sas,40297
FR0004186856,VETO,France,https://www.investing.com/equities/vetoquinol,17896
ZM0000000037,ZCCM,France,https://www.investing.com/equities/zccm-investments-holdings-plc,989611
FR0004180578,SWOR,France,https://www.investing.com/equities/sword-group,7127
FR0000185514,CADNi,France,https://www.investing.com/equities/crcam-nord-de-france,40300
MC0000031187,BAIN,France,https://www.investing.com/equities/bains-de-mer,7615
FR0000039109,CCHE,France,https://www.investing.com/equities/seche-environ,7073
FR0000050049,VEIL,France,https://www.investing.com/equities/viel-et-cie,7152
FR0000053027,AKW,France,https://www.investing.com/equities/mgi-coutier,17824
FR0000075442,ALLDL,France,https://www.investing.com/equities/ldlc.com-sa,17655
FR0000038606,MANP,France,https://www.investing.com/equities/manitou,7062
FR0007317813,SIGF,France,https://www.investing.com/equities/cs-comm-et-syst.,7718
FR0010483768,CRBP2,France,https://www.investing.com/equities/credit-agricole-brie-picardie-sca,40309
FR0004178572,ALMED,France,https://www.investing.com/equities/medicrea-int.,943265
FR0000035370,BATD,France,https://www.investing.com/equities/bastide-le-confort-medical,17700
FR0004058949,ALMIC,France,https://www.investing.com/equities/microwave-visi,943254
FR0010722819,ALKAL,France,https://www.investing.com/equities/kalray,1080089
FR0012872141,JBOG,France,https://www.investing.com/equities/jacques-bogart,17802
FR0012882389,PHAI,France,https://www.investing.com/equities/pharmagest-int.,7332
FR0013199916,DAMA,France,https://www.investing.com/equities/somfy-sa,17873
FR0010099515,ECASA,France,https://www.investing.com/equities/eca-n,17742
FR0000121725,AVMD,France,https://www.investing.com/equities/dassault-avia,17734
FR0010481960,ARGAN,France,https://www.investing.com/equities/argan-sa,17633
FR0004031763,COHE,France,https://www.investing.com/equities/coheris,17724
FR0013341781,2CRSI,France,https://www.investing.com/equities/2crsi,1081715
FR0012333284,ABVX,France,https://www.investing.com/equities/abivax-sa,955665
FR0010211037,ALPLA,France,https://www.investing.com/equities/planet.fr-sa,945117
FR0000033003,TETR,France,https://www.investing.com/equities/touax,17887
FR0013530102,ALCG,France,https://www.investing.com/equities/awox,943364
FR0000054678,EURR,France,https://www.investing.com/equities/euro-ressources-s.a.,13135
FR0000066755,PYHE,France,https://www.investing.com/equities/haulotte-groupe,7032
FR0011040500,AXW,France,https://www.investing.com/equities/axway-software,14167
FR0000054132,ALDEL,France,https://www.investing.com/equities/delfingen-industry,17735
FR0004050250,NRO,France,https://www.investing.com/equities/neurones,17833
FR0013295789,TFF,France,https://www.investing.com/equities/tonnellerie,7160
FR0010609206,OREGE,France,https://www.investing.com/equities/orege,943319
FR0000074148,ASY,France,https://www.investing.com/equities/assytem,7111
FR0000124414,ALBI,France,https://www.investing.com/equities/gascogne,7235
FR0000078321,SDTC,France,https://www.investing.com/equities/soditech-ingenier,17867
FR0012821916,HIPAY,France,https://www.investing.com/equities/hipay-group-sa,955668
FR0000033409,FLYP,France,https://www.investing.com/equities/fonciere-lyonnais,17771
FR0000032302,MATP,France,https://www.investing.com/equities/manultan,7253
FR0010202606,ALBFR,France,https://www.investing.com/equities/sidetrade,943276
FR0010436584,ALDNX,France,https://www.investing.com/equities/dnxcorp-sa,17643
FR0010501692,GENX,France,https://www.investing.com/equities/generix-sa,17649
FR0000032526,GRBT,France,https://www.investing.com/equities/guerbet,7373
FR0010526814,SSI,France,https://www.investing.com/equities/supersonic-ima,943314
FR0013247137,MDW,France,https://www.investing.com/equities/mediawan,1006173
FR0013462231,ALMUN,France,https://www.investing.com/equities/munic-sa,1156614
FR0000076861,DTNC,France,https://www.investing.com/equities/acteos,17676
MA0000011488,IAM,France,https://www.investing.com/equities/itissalat-al-maghrib?cid=943374,943374
FR0011027135,PATC,France,https://www.investing.com/equities/patrimoine-et-commerce,17845
FR0013030152,LFDE,France,https://www.investing.com/equities/la-francaise-de-lenergie-sa,985182
ES0105089009,ALLLN,France,https://www.investing.com/equities/lleidanetworks-serveis-telematics?cid=1116246,1116246
FR0000052516,VILM,France,https://www.investing.com/equities/vilmorin-et-cie,7066
FR0004174233,ALBLD,France,https://www.investing.com/equities/bilendi,943263
FR0013296746,ADVIC,France,https://www.investing.com/equities/advicenne,1055913
FR0000052680,SABT,France,https://www.investing.com/equities/oeneo,17835
FR0004156297,LDSV,France,https://www.investing.com/equities/linedata-service,7266
FR0000063737,AUBT,France,https://www.investing.com/equities/aubay,17690
FR0010131409,ALLIX,France,https://www.investing.com/equities/wallix-group-sa,954903
FR0000033219,IMAF,France,https://www.investing.com/equities/groupe-altarea,17632
FR0000079147,ALU10,France,https://www.investing.com/equities/u10-group,7304
FR0013452281,ALAGP,France,https://www.investing.com/equities/agripower-france-sa,1155049
FR0000035818,ALESK,France,https://www.investing.com/equities/esker,943228
BE0974302342,ALPHS,France,https://www.investing.com/equities/pharmasimple-sa,993281
FR0013284627,ALARF,France,https://www.investing.com/equities/adeunis,1052246
FR0011950682,SEFER,France,https://www.investing.com/equities/sergeferrari-g,943368
FR0010766667,ALVU,France,https://www.investing.com/equities/vente-uniquecom,1073038
FR0000072597,ALITL,France,https://www.investing.com/equities/it-link,17799
NL0010949392,CNV,France,https://www.investing.com/equities/cnova,989560
FR0013357621,WAVE,France,https://www.investing.com/equities/solucom,17872
FR0010907956,ALCAR,France,https://www.investing.com/equities/carmat,943332
FR0000032658,SDGI,France,https://www.investing.com/equities/synergie,7091
FR0011898584,ALUVI,France,https://www.investing.com/equities/uv-germi-sa,1024920
FR0010313486,ALPRO,France,https://www.investing.com/equities/prodware,943286
FR0000071797,ETOF,France,https://www.investing.com/equities/infotel,17793
FR0010461053,CRLA,France,https://www.investing.com/equities/crcam-du-languedoc,40311
FR0010528059,ALSTW,France,https://www.investing.com/equities/streamwide,943315
FR0000039232,AUER,France,https://www.investing.com/equities/aurea,17692
FR0000044471,GDSF,France,https://www.investing.com/equities/general-sante,7659
FR0000072399,LBEL,France,https://www.investing.com/equities/le-belier,17811
FR0004016699,SMTPC,France,https://www.investing.com/equities/tunn-prado-caren,17889
FR0004029478,ALVIV,France,https://www.investing.com/equities/visiativ,943253
FR0000062978,ALDP,France,https://www.investing.com/equities/adl-partner,17679
FR0010330613,ALOBR,France,https://www.investing.com/equities/ober,943288
FR0013479730,ALPAU,France,https://www.investing.com/equities/paulic-meunerie-sa,1156668
FR0000074254,BDRP,France,https://www.investing.com/equities/bourse-direct,17638
FR0000036816,TEIF,France,https://www.investing.com/equities/tour-eiffel,17888
FR0010298620,MEMS,France,https://www.investing.com/equities/memscap,17823
FR0004045847,ALVDM,France,https://www.investing.com/equities/voyageurs-du-monde-sa,101933
FR0000064297,INN,France,https://www.investing.com/equities/innelec-multi,17796
FR0013185857,ABEO,France,https://www.investing.com/equities/abeo-sas,991239
FR0013015583,ALPOU,France,https://www.investing.com/equities/poulaillon-sa,961771
FR0013399474,GKTX,France,https://www.investing.com/equities/genticel,943362
FR0011033083,ALMOU,France,https://www.investing.com/equities/moulinvest,943334
FR0004029411,KEYR,France,https://www.investing.com/equities/keyrus,17803
FR0000054199,DPTP,France,https://www.investing.com/equities/st-dupont,17875
FR0000066540,ALHRG,France,https://www.investing.com/equities/vm-materiaux,7164
FR0013270626,ALMII,France,https://www.investing.com/equities/maison-internationale-informatique,1050140
FR0000065971,VLTZ,France,https://www.investing.com/equities/graines-voltz,17899
FR0013344173,RBO,France,https://www.investing.com/equities/roche-bobois,1084836
GA0000121459,EGAB,France,https://www.investing.com/equities/total-gabon-sa,40315
FR0000034548,UFFP,France,https://www.investing.com/equities/union-fin.-france,7145
FR0000064271,STF,France,https://www.investing.com/equities/stef-tfe,7121
FR0000061608,ALPDX,France,https://www.investing.com/equities/pisc-desjoyaux,7627
FR0000064446,CTRG,France,https://www.investing.com/equities/cis,17722
FR0012821890,ADUX,France,https://www.investing.com/equities/hi-media,7106
FR0010214064,GPEP,France,https://www.investing.com/equities/pizzorno-environnement,17651
FR0013297488,ALIMO,France,https://www.investing.com/equities/groupimo,943310
FR0000060303,COVH,France,https://www.investing.com/equities/fonciere-des-murs,17647
FR0012788065,ALCOR,France,https://www.investing.com/equities/biocorp-production-sa,955875
FR0000079691,IDSP,France,https://www.investing.com/equities/ids-sa,989568
FR0000120107,SAVEN,France,https://www.investing.com/equities/bongrain,7004
FR0010889386,ALQWA,France,https://www.investing.com/equities/custom-solutio,943330
FR0004034593,FBAP,France,https://www.investing.com/equities/fashion-b-air,943812
FR0011814938,BOOST,France,https://www.investing.com/equities/boostheat,1153014
FR0010396309,ALHIT,France,https://www.investing.com/equities/hitechpros,943298
FR0011208693,ALGLD,France,https://www.investing.com/equities/gold-by-gold,943345
FR0000062796,VRKP,France,https://www.investing.com/equities/vrank-pomm-mono,7444
FR0000075673,ALTAN,France,https://www.investing.com/equities/le-tanneur,17813
FR0010929125,IDLA,France,https://www.investing.com/equities/id-logistics-sas,40319
FR0000053399,CNIM,France,https://www.investing.com/equities/cnim,7148
FR0013399359,ALNRG,France,https://www.investing.com/equities/energisme,1163257
BE0160342011,ALCOI,France,https://www.investing.com/equities/coil,943223
FR0000074122,IISP,France,https://www.investing.com/equities/sii,7380
FR0013335742,COGEC,France,https://www.investing.com/equities/cogelec,1080045
FR0004044600,ALPRI,France,https://www.investing.com/equities/prismaflex-intern,17850
FR0013429404,ALGTR,France,https://www.investing.com/equities/groupe-tera-sa,1138456
FR0011289040,SQLI,France,https://www.investing.com/equities/sqli,17874
FR0000185423,ALDAR,France,https://www.investing.com/equities/damartex,7704
FR0000053514,PCAS,France,https://www.investing.com/equities/pcas,17666
FR0013183589,AURS,France,https://www.investing.com/equities/aures-technologie,17693
FR0013310281,MLOCT,France,https://www.investing.com/equities/octopus-robots,1073390
FR0000185506,CALCi,France,https://www.investing.com/equities/crcam-atlantique-vendee,40303
FR0012819381,ALGIL,France,https://www.investing.com/equities/groupe-guillin,943240
FR0013060100,ALIMR,France,https://www.investing.com/equities/immersion-sa,962523
FR0011490648,ALESA,France,https://www.investing.com/equities/ecoslops-sa,946355
FR0004159473,HEXAO,France,https://www.investing.com/equities/maisons-france,7693
FR0013283108,DLTA,France,https://www.investing.com/equities/delta-plus-group,17736
FR0010337865,ALUPG,France,https://www.investing.com/equities/vdi-group,943290
FR0004030708,ALDUB,France,https://www.investing.com/equities/encres-dubuit,17747
FR0013318813,PID,France,https://www.investing.com/equities/ask,943370
FR0011217710,ALMET,France,https://www.investing.com/equities/methanor,943346
IT0005351504,ALEAC,France,https://www.investing.com/equities/ediliziacrobatica?cid=1137598,1137598
FR0000140014,RENAp,France,https://www.investing.com/equities/renault-sa,1161788
FR0000066607,LACP,France,https://www.investing.com/equities/lacroix,17809
FR0010176115,MLOLM,France,https://www.investing.com/equities/olmix-sa,989592
FR0000045213,CIV,France,https://www.investing.com/equities/crcam-ille-vil,943234
FR0010246322,ALEZV,France,https://www.investing.com/equities/easyvista,943282
FR0000031023,EDSP,France,https://www.investing.com/equities/electricite-de-strasbourg,17644
FR0000065864,SCLR,France,https://www.investing.com/equities/sogeclair,17871
FR0000077562,ALHIO,France,https://www.investing.com/equities/hiolle-industries,17785
FR0004023208,BASS,France,https://www.investing.com/equities/les-nouveaux-constructeurs,17656
FR0000045544,CAT31,France,https://www.investing.com/equities/ca-toulouse-31-cci,17708
FR0013204336,LOUP,France,https://www.investing.com/equities/lmabert-dur-chan,7156
FR0000074759,ALFLE,France,https://www.investing.com/equities/fleury-michon,7691
FR0000053837,ALMP,France,https://www.investing.com/equities/altamir-amboise,17685
FR0010776617,ALMER,France,https://www.investing.com/equities/sapmer,943325
FR0010523167,ALROC,France,https://www.investing.com/equities/roctool,943313
FR0013079092,ALWEC,France,https://www.investing.com/equities/weconnect,962524
FR0013400835,ALMAR,France,https://www.investing.com/equities/mare-nostrum,1155533
FR0007080254,ALLHB,France,https://www.investing.com/equities/les-hotels-bav,943272
FR0010309096,CGR,France,https://www.investing.com/equities/cegereal,7177
FR0000062465,TCNP,France,https://www.investing.com/equities/verneuil-participations,17895
FR0011041011,ALBLU,France,https://www.investing.com/equities/bluelinea-sa,945113
FR0010485268,ALFPC,France,https://www.investing.com/equities/fountaine-pajo,943309
FR0000131732,SPIS,France,https://www.investing.com/equities/spir-communication,7234
FR0013371507,MLGML,France,https://www.investing.com/equities/gour-medical-sa,994029
BE0974334667,ALAVY,France,https://www.investing.com/equities/audiovalley,1088762
FR0000064164,PPCF,France,https://www.investing.com/equities/exacompta-clairefontaine,17754
FR0000045304,CRTO,France,https://www.investing.com/equities/crcam-touraine,943236
FR0010278762,ALTEV,France,https://www.investing.com/equities/environnement,943284
GB00B8GJBS16,MLSUM,France,https://www.investing.com/equities/sumo-resources-plc,946354
FR0000039091,ROBF,France,https://www.investing.com/equities/robertet,7305
FR0000062788,BBUI,France,https://www.investing.com/equities/barbara-bui,17699
FR0000066961,ALDBL,France,https://www.investing.com/equities/bernard-loisea,943246
FR0013333432,THHG,France,https://www.investing.com/equities/thermador-groupe,7242
FR0004065639,ALNSE,France,https://www.investing.com/equities/nse-industries,943255
FR0000044364,CCNP,France,https://www.investing.com/equities/crcam-norm.sei,943230
FR0006864484,LPER,France,https://www.investing.com/equities/laurent-perriere,7292
FR0010452474,ALGEM,France,https://www.investing.com/equities/eurogerm,943305
GB0002374006,DGE,France,https://www.investing.com/equities/diageo?cid=29512,29512
FR0000036675,CITT,France,https://www.investing.com/equities/groupe-crit,7162
FR0000045528,CAIF,France,https://www.investing.com/equities/crcam-paris-et,943238
FR0000074775,ALSAS,France,https://www.investing.com/equities/stradim-espace-finances,943817
FR0012969095,CAPLI,France,https://www.investing.com/equities/capelli,17710
FR0000062184,ALIDS,France,https://www.investing.com/equities/idsud,943244
FR0013231180,ALOSM,France,https://www.investing.com/equities/osmozis-sas,996152
ES0109429037,ALANT,France,https://www.investing.com/equities/antevenio,943225
FR0010397901,ALTRI,France,https://www.investing.com/equities/trilogiq,943301
FR0004110310,ESIG,France,https://www.investing.com/equities/esi-group,17749
FR0010341032,INEA,France,https://www.investing.com/equities/fonciere-inea,17770
FR0000033243,FINA,France,https://www.investing.com/equities/immob.-dassault,17791
FR0000121295,LEBO,France,https://www.investing.com/equities/lebon,17814
FR0010285965,ALMIL,France,https://www.investing.com/equities/1000mercis-sa,100157
FR0000053043,ADVI,France,https://www.investing.com/equities/advini,17681
FR0000060071,SAMS,France,https://www.investing.com/equities/samse,7538
FR0000038465,PASS,France,https://www.investing.com/equities/passat,17844
FR0012384907,MLCIO,France,https://www.investing.com/equities/cioa,943221
FR0000045551,CMO,France,https://www.investing.com/equities/crcam-morbihan,943239
FR0013384369,ALBKK,France,https://www.investing.com/equities/baikowski,1116355
FR0004527638,EXEP,France,https://www.investing.com/equities/exel-industries,7747
FR0000051393,IDVP,France,https://www.investing.com/equities/idi,17789
FR0000121634,COLP,France,https://www.investing.com/equities/colas,17725
FR0000061459,GPIF,France,https://www.investing.com/equities/perrier-industrie,17846
FR0000060790,GIRO,France,https://www.investing.com/equities/signaux-girod,17863
FR0011131788,MLSML,France,https://www.investing.com/equities/smalto-sa,989597
FR0000060949,TIVO,France,https://www.investing.com/equities/tivoly,17885
FR0000061137,BULY,France,https://www.investing.com/equities/burelle,17707
FR0010204453,ALMGI,France,https://www.investing.com/equities/mg-internation,943277
NL0010273694,MLAAH,France,https://www.investing.com/equities/amatheon-agri-holding-nv,989572
FR0010086371,MLIML,France,https://www.investing.com/equities/imalliance-sa,989585
FR0000061244,ALMEC,France,https://www.investing.com/equities/mecelec,17820
CA4433003064,ALHEO,France,https://www.investing.com/equities/h2o-innovation-inc?cid=943224,943224
FR0000045346,CRSU,France,https://www.investing.com/equities/crcam-sud-ra,943237
FR0012789386,NEXTS,France,https://www.investing.com/equities/nexstage-am-sas,994269
FR0004027068,ALLAN,France,https://www.investing.com/equities/lanson-bcc,13173
FR0010588079,FREY,France,https://www.investing.com/equities/frey,17777
FR0000124232,IRD,France,https://www.investing.com/equities/irdnordpasdecalai,17798
FR0000044943,ALLOG,France,https://www.investing.com/equities/logic-instrume,943232
FR0011910652,ALANV,France,https://www.investing.com/equities/anevia-sa,945116
FR0000060329,PSBP,France,https://www.investing.com/equities/psb-industries,7731
FR0000121857,FROB,France,https://www.investing.com/equities/fromagerie-bel,17778
FR0007200100,EARO,France,https://www.investing.com/equities/compagnie-des-eaux-de-royan-sa,989565
FR0012612646,PARP,France,https://www.investing.com/equities/groupes-partouche,7108
FR0004152882,ALCLA,France,https://www.investing.com/equities/clasquin,943256
FR0000066219,IFDE,France,https://www.investing.com/equities/indle-fin.-entrepr.,17653
CI0000053161,FOEQ,France,https://www.investing.com/equities/forestiere-equatoriale-sa,40318
FR0010424697,ALENT,France,https://www.investing.com/equities/entreparticuli,943303
FR0004529147,TESI,France,https://www.investing.com/equities/tessi,7069
FR0000034894,GAUM,France,https://www.investing.com/equities/gaumant,7709
FR0012185536,ARTE,France,https://www.investing.com/equities/medea,17662
FR0000064362,FATL,France,https://www.investing.com/equities/fonciere-atland,17768
FR0000066482,TIPK,France,https://www.investing.com/equities/tipiak,17884
FR0010447086,MLCHE,France,https://www.investing.com/equities/cheops-technology-france-sa,998052
FR0010169920,ALPRE,France,https://www.investing.com/equities/predilife,1115212
FR0000047797,BQBRp,France,https://www.investing.com/equities/bnp-paribas-sa-pref,1161782
FR0000140071,CRLPp,France,https://www.investing.com/equities/credit-lyonnais-sa,1161783
FR0000066680,VDLO,France,https://www.investing.com/equities/iec-professionnel-media,17628
FR0000064123,CDBP,France,https://www.investing.com/equities/baccarat,17697
FR0000037475,CFI,France,https://www.investing.com/equities/cfi-cie-fonciere,17716
FR0000076952,ARTO,France,https://www.investing.com/equities/ind-financ-artois,17792
FR0000030140,SRAG,France,https://www.investing.com/equities/sofragi,17869
